,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
13474,ByvsioiQjyKnY4Bk1H8sbvsAtHenuqbEF3qhoGixHFWy,0.002,0.19,0.37,-0.188,-0.989
3045,7vr4Kdf6XDExKEPZdF2k2jPwiB98fycmqfPyWHgpVPcG,150.089,150.0,0.37,0.089,0.001
10330,9vC7YwGGXVbXk3keohtvH5H64CH4PS5hwJS7Yxc29qFD,1.072,3.26,0.369,-2.188,-0.671
1975,3gVS6nLsRUCu862ZwhUYzSr43ERm91C8fgid8NEjRY42,0.008,-0.42,0.369,0.428,inf
3964,KpZQA7imJwCboDNnMsBZ6TY12FdnBcMs5yrxuDKCrUE,29.599,30.0,0.369,-0.401,-0.013
350,3q8iz2a4m1hBQev9duG42TCW5WYYEQiTdfHZrW4p6W4V,0.0,0.23,0.369,-0.23,-1.0
5377,YWrdpdAB7VovXNhdeZBP3afCyKEmxpDsNi2gGrQzpag,0.001,0.45,0.369,-0.449,-0.998
11430,8WpywWV1i6MYmDL6qScoJuCLhg1W8jrhkGRDCxhixWTE,0.004,0.35,0.369,-0.346,-0.989
8823,5txH4ei438Ao5tBC7fpeLKCJBDASzERgpECvyQzSrkzQ,0.004,1.44,0.369,-1.436,-0.997
5612,2vYbqZ56fGQwZm6ugcxUSmbd1hNw91kNL6D1LoAfckP2,0.003,-0.32,0.369,0.323,inf
7285,bihNaq29dmdjqXEY7m79bxczgsZDQsg7NyHcHg9dFPt,0.007,0.46,0.369,-0.453,-0.985
1941,FPrbgZH9uxQfHFCzDg93A9ceh6MkKxsWSMZzdghx4pbS,0.004,0.4,0.368,-0.396,-0.99
8957,HQGhR9URU9WiT89szRadYkTBmYcpaGMm55xqGfPPJoDR,0.0,0.38,0.368,-0.38,-1.0
8825,FnJprkyDsVEoRxxCd9Y4cRL6PJHEnyJT8vn8xy4DRcLb,0.002,0.37,0.368,-0.368,-0.995
10174,GiXcm2U6LFnnypWL88zkUN1AG2wuUdfa9fMF1c6nfBsD,0.003,0.18,0.368,-0.177,-0.983
12832,B4d2jeqrd56h27XDzcxeCgfD6TCB6M3kRcWXSgWVt8sf,185.854,180.0,0.368,5.854,0.033
3941,FrMcUdJz1ySmmoz7DswtbEZJJzNnXaoYrAB8s5hxCgbf,0.002,0.37,0.368,-0.368,-0.995
7753,BBFo2dfKJZcMaaCPCt5eka4XL3PJVXAsCDGkofKkbKJy,0.002,0.37,0.368,-0.368,-0.995
2699,HVi4s1GxPYyo4wpzgJf2YbUUp7XdL1qAfsNp37yEQzfK,0.002,0.37,0.368,-0.368,-0.995
8630,ASz5oZygsfnj45gsxFxqDnRidq1W5w4wZW7Yphb11bWh,0.002,0.5,0.367,-0.498,-0.996
10410,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,0.0,166.0,0.367,-166.0,-1.0
4922,9VJneTckEWwUGLXDDuSsXDsFmkRYJXSfdJZs8P6Rx1ay,0.007,0.39,0.367,-0.383,-0.982
836,429jPeeFjDTX93YH4wyuZKDsbTikueUnsFG6cvFQC3Nf,3.91,4.19,0.367,-0.28,-0.067
10091,CjP36FLwyuW9uAi4JvrtsRxdC1hfjhgk8fJf8FqSeYyA,0.01,-0.73,0.367,0.74,inf
3711,9gB7bMXhY6fcBGv2PNLdDxvojp1AzpWHvTeRAU5u4fgd,0.003,0.37,0.367,-0.367,-0.992
2044,7feRoZPUwEgBCSaQWX8G2FxNJQU1YopniNX9N6VXrP8n,0.006,0.53,0.367,-0.524,-0.989
1463,BbuP8YhYS5Hv3o2mPeFpkXpezSNTy1L4Q7qkyWTkPxvu,0.003,0.37,0.367,-0.367,-0.992
10028,2i5icwnZrkK2QKoD55JGreiMc795MXQYapwYxikZHVk9,0.002,0.3,0.367,-0.298,-0.993
3766,G8GqfV35jKQb3EgXbH2xkKWbwDU8jduhFR2uXugnbTSR,0.002,1.58,0.367,-1.578,-0.999
10654,J3RUH5QR462byKjLzRzQLQHyyimdf73hMaUCnTkjVSzi,0.005,-0.04,0.367,0.045,inf
8603,A5nGfcGX5fqReDotS6CYaviBkvqu6PuKpZRLF7R2AhAH,0.0,0.3,0.367,-0.3,-1.0
11402,65A4g1L1cfnn4QJNHdF1xm14BuxrZT5QhrnBYJub5MLX,0.003,0.42,0.367,-0.417,-0.993
4002,FLVtUx5ubab1Tbg4GWxcvjUVEx2kehcF2x3fmWxUN92R,0.007,0.31,0.367,-0.303,-0.977
8109,HzQ2i3q8Pe3Kk3hB4Fm9quYcscVA7AZaEiWrNJSNpHfW,0.003,0.53,0.367,-0.527,-0.994
407,HtFzZybseZPMdvpLyHa4JAYZV5JZ6xgctqdNkRJ6Z8Ly,0.036,0.1,0.366,-0.064,-0.64
9379,Eo9vfG6JznAH3CoRX8HnNhFyso3kWw8BdtSfmNtzudxc,0.008,0.51,0.366,-0.502,-0.984
904,J4AKUpm8ENnNLjF1NBgoM387EUGSAgVzYx2Uh6qZQ4VZ,0.007,0.37,0.366,-0.363,-0.981
9412,EZZGXXvCUGNQXy654mZvrJTECqGNbNo4SJcw4JRGQF44,0.016,0.38,0.366,-0.364,-0.958
9883,G2AMLzXNWNZ1XHrPG5uwT9touZGrHbvNqq9YcyTS56CN,0.001,27.81,0.366,-27.809,-1.0
3159,Aamz9v6edosobNipRWAh7em6XWKsic1BLPDADDtJBXPT,0.005,0.37,0.365,-0.365,-0.986
5484,7hC5L5XKS9VVhb996bjU1TxE2v9LMcZC8MY1Y8yTRh7Z,0.005,0.37,0.365,-0.365,-0.986
13493,6L4oZUkk5kpEKsxMYubErnc25NgYtG3brfLEBFSb2Xrg,95.922,100.0,0.365,-4.078,-0.041
3221,4CYPBkkummZasmPoAtwW2EA7V4HuedHBABNpKPMR7htd,0.007,0.36,0.365,-0.353,-0.981
1552,CtKzrTYtpkFyiQgHRwQeiZkWRP43wDUdqUiXCPJMxjJj,0.007,-0.66,0.365,0.667,inf
6230,HVNEwDKTQ8UCTETzD1EtnjdnXVZqyxbi7VS5oGQhdDtj,0.005,0.37,0.365,-0.365,-0.986
3135,4nhabKaiC4skNBx4Up9KYFFhQq7sk9J1wdXKUtteXaGi,0.005,0.37,0.365,-0.365,-0.986
1729,DauMbeo2gQMdewSeqZqWpRGZmZ5N6B4SEqT2KWpTLBpj,0.009,0.27,0.364,-0.261,-0.967
2961,Agy1jhqjiuq5XTvmxYRv5KXFXWvuCENVmBPu6ur5puj,0.004,0.33,0.364,-0.326,-0.988
2646,3ZtFtcbktJskQVutWa1MZguCrD7n4bJCV8GktqAui7R7,0.004,0.27,0.364,-0.266,-0.985
12147,7kr5CxvTavo37qJJTm7ePkYAJRU5CTiarEff84JXjoDm,0.01,0.47,0.364,-0.46,-0.979
4200,5aqNDEFdDb41GZnFX72U8sJPMtqopfFMvibpYvdtoTDz,0.009,-5.73,0.364,5.739,inf
13324,DxVPtK42urCZ45wrhuor9Rx7wfQwqb4RbNqdBxt4kTxD,0.007,0.37,0.364,-0.363,-0.981
8250,4fYZ2hSjz1GGToYwA5ddwm96BJCfj88RauFPBxtWWfMf,0.004,0.33,0.364,-0.326,-0.988
9389,7f8j5wB1MMAZsMosGrzWQfa7Dr6nxTuLbVVUkMauxSKG,0.001,0.19,0.364,-0.189,-0.995
2694,8yg79pR73vEi9m4VsY1ZAiWiWdKCCTTVa2GMk3UtVn6F,0.006,0.37,0.364,-0.364,-0.984
2725,J3RdBCknr81LuJxB64bSdQ52jYMFx7za3wpVvJiRkAW6,0.007,0.49,0.363,-0.483,-0.986
761,GKrt2Cjp1iFUpoKiECPfizuKupdzhZB1neSrEbReDBmC,0.003,0.38,0.363,-0.377,-0.992
480,2QX3SMUGbywehbcrhFVE3fZ6Wfvu6aFrpar5ZYRdZxzS,0.006,0.66,0.363,-0.654,-0.991
11847,5uHH2kYiT5CAiMYkzjoiUxAUMvjhQP716M69ja5GDPKv,0.005,-0.4,0.363,0.405,inf
5608,FDecxu2PQXkBhn8CH9RazBsZNgRm5Yz9MLDkpm33LpSw,87.197,89.0,0.363,-1.803,-0.02
4808,Fh3Dyhu45d8KPWA71YbP4yCxq6ro44ei3HKjmZuqfc4a,9.988,10.36,0.362,-0.372,-0.036
8218,2vgYKs8tuKeHFPgxq4TeV9MFGiC2teAEptMNxw8fVZ2W,0.008,0.38,0.362,-0.372,-0.979
1477,byv645a21YEe35tAnYo4SM7KADDv37b5SqPrDGNmX1n,0.007,-4.21,0.362,4.217,inf
7374,D8kYR9hRv7Gcuk6xCvzi9TY8HJNBGXaR6NPzVgMyboqj,0.522,1.0,0.362,-0.478,-0.478
8277,25NUDrsdLhS3fcARLiTMbbmZHvvzvzPj9xAdoN8sJBN3,0.18,18.0,0.362,-17.82,-0.99
9593,9PP9QUpm8bxt777sENSmuFuhtnFdxnbiwkSmG8ntqVkV,0.009,13.56,0.361,-13.551,-0.999
6640,9TRguGjYqWvA2SMaX24wgZAr3UrQ36CRB67MchAJ5sb6,0.009,0.33,0.361,-0.321,-0.973
3625,86t7G1a55F6ziNH33ah1W8qXEeiykwvgr9z7GPhLnpji,0.008,-0.34,0.361,0.348,inf
9001,AeJcnwJCrWLSKbEnp4tJwXCCfafdLEiMeDvdfNT1Dmt7,0.007,0.02,0.361,-0.013,-0.65
7714,Do9fRuVVWKBtQurXZE87G4vpEjQ11JPRXgn7k5g52AJp,10.45,11.0,0.361,-0.55,-0.05
11681,38Vdx2QozLXp9CBgswid6HEpz8y4J9EdrDUrXHyws1RE,0.004,1.37,0.361,-1.366,-0.997
9499,GfGdWAow9AE2zrSUZMyRt53tWaaeTjGuybV7wqRq3gxK,0.007,-0.19,0.361,0.197,inf
3648,8vtKxvdQXyhVVmp9iHMr2PcLp4t2Wv47uhwaKC2w9TGU,0.0,0.37,0.36,-0.37,-1.0
2307,7UUVtMU7QUw7qe9NLG1GHMqjPvEUubuT7NHcZhYvwWoK,0.0,0.36,0.36,-0.36,-1.0
12847,7Q55QWAHVoeaDAMyK1EkjQmsmj51YPu4AiiMJF2uWoG6,0.009,-26.08,0.36,26.089,inf
3134,HX935xYLLS2t5tWB4LE9o9gf7QJAooAGLE58RaHTPmR4,0.0,0.36,0.36,-0.36,-1.0
4657,DqUrUetDEcLoPqHC8Rc8N7QpoUAb3M7SYoedCTF7xF9J,1007.466,1005.0,0.36,2.466,0.002
644,HTYfNK58W3ZU6hNMoDaEJDMUvhtfz11wQhg5r3vzcq5N,0.0,0.36,0.36,-0.36,-1.0
11581,7PAuXJeD3krL9grJtKhNLegP76RuPX77CQGx7q8H1Zsq,0.008,0.17,0.36,-0.162,-0.953
11638,kV2zBviwTYNN8SJ9ZUGitnoiiFuJ6JB2wsS6ip9rrT5,0.0,0.36,0.36,-0.36,-1.0
6019,8guDNbtvrFuFBHhHNbwkgsjqeZiDyCd5eddGz1nkzJXZ,0.004,0.42,0.36,-0.416,-0.99
6634,9BHpmBUthLG1B4HFdRwLvuPrePvbcH2YQYSPWtkk4zdV,0.0,0.36,0.36,-0.36,-1.0
11426,BT3fR2Ap3Z9yoVuAUPd2QDja93Y7cTX3QWGegjWZaK2g,0.001,0.56,0.36,-0.559,-0.998
12244,4XeYjmbNz784rnQSmA4Fi8iZf2AZDzAeZtaC4pYaD89Y,0.009,0.48,0.36,-0.471,-0.981
4558,65DgXq6dcwKFYTftLo2UHA7LZJLBWiKGZGkudNnc5Xov,0.001,0.39,0.36,-0.389,-0.997
110,6h43GsVT3TjtLa5nRpsXp15GDpAY4smWCYHgcq58dSPM,9.96,131.0,0.36,-121.04,-0.924
11118,5ra4kApvfWHnLN2755uBSZYqcJMdL1iW9oeTTsg5yHxf,29.63,30.0,0.36,-0.37,-0.012
7403,FgrgtYqfEBuPgzZsEbmGYvJj3h3yV8kuMWCbdRjHmiK6,0.003,0.37,0.36,-0.367,-0.992
9679,5xQ35iwS5jHGbg73a1pfVGS5c3So9763d2maXbYdJvdt,0.003,0.36,0.36,-0.357,-0.992
10186,8Zu9XQAZkCrFiA65bj5Z6UCMcRTEfemrr38YbvaropBx,0.008,0.4,0.36,-0.392,-0.98
3002,A1Tsjc6kdX738m7aYZjzk2q2QECaGt9cHguo3nCX96FN,0.0,0.36,0.36,-0.36,-1.0
10666,9aaKMC9GtToebhZkemfG95uZrfoYnedcohTPcdhqTsJD,0.01,0.26,0.36,-0.25,-0.962
9470,3PqLZjGhikqDts5Atdk42PdccaQvFwrZ71tieyd6wN4n,0.0,0.36,0.36,-0.36,-1.0
6616,3qDf12ufQpuCnGWTD6HUy4xdaYb2iSjBvuCcd2wNDBYm,179.64,180.0,0.36,-0.36,-0.002
5838,4M3YfV76njmZLR3GWZgho87QEudKq8RqeBcrNczVLuja,0.004,-0.19,0.36,0.194,inf
1144,4rcqg2isCGBQ5kFVvf3tnSz1Yt657XvZtVfQzJf5K7wz,0.006,0.42,0.36,-0.414,-0.986
9069,BkiGa4V2BP2ojqPKSyXPnxBvZ4gyLJqZztjo9F1n2XYN,0.008,-0.34,0.36,0.348,inf
693,AShcqm5xyRWDAJ1NbTGLV94eaxd22pSDswe22AHmiSbF,0.002,0.43,0.36,-0.428,-0.995
11778,7QUJPrr3m48kqM8h4cArhutUesTJzDAX9B2UD4QeiN6m,0.0,24.64,0.36,-24.64,-1.0
5089,7TooGUjGcGZE8Xgatehg717ZJPmz9vqWQr4rTrPuBFVj,0.007,0.28,0.359,-0.273,-0.975
8413,A3PxW1EFC2uxRUqMc7cFH7e54WSDbacTuDrGPGunRMZk,0.009,1.16,0.359,-1.151,-0.992
6728,3YioEx4Bab3MdFUskjwY7V5hvppDrR97zKboApKf18Tk,0.009,0.24,0.359,-0.231,-0.963
1937,PWDnFvvpRUTbJbe7acgHBvtYXedK1DhpF1v9kDf1SRY,0.01,0.31,0.359,-0.3,-0.968
12363,6fSdeis6nFxh1SZusjL6cReVZLqVPTK4bo33XY1JRLts,3.841,4.42,0.359,-0.579,-0.131
10047,7dfCccWwRia4QoVnRTQqQmk59fvirU8zQCsf37g5zo3G,0.01,0.43,0.359,-0.42,-0.977
11405,3d8Lkdf7TFR2ZthK34MqATAbQXk2NpMBW9kdGVQcgGRW,0.001,0.35,0.359,-0.349,-0.997
4888,9KQr4Cfcj8Gk5DiLTGEuaxoHkNigKv5FYxh7g4cuYnjf,0.006,0.21,0.359,-0.204,-0.971
12142,4EEWc7s9tEmAdnPTe2eMWU4WFb4RcQhLtiKHr1zXX3TT,0.007,0.43,0.359,-0.423,-0.984
10160,83FhCSzdSZHVu6BTtSrKutmyZ3jFC8i4Ek4ewiDbzxf4,0.008,0.41,0.359,-0.402,-0.98
589,2nf6AH5BA6YWvwydYtuRK9BRdKzoay7YnKPH4gUJ4hfS,0.001,0.22,0.359,-0.219,-0.995
8896,3DEyi4Dnfxc7d91JbTpQjdAP1Ypgx5kaTSm4wwh8Zbm2,0.009,0.25,0.359,-0.241,-0.964
3147,9xEDJbvcrHyhrrvcfhrSwJ4xeNcFyFmjthJDS8VmBHbb,0.002,43.49,0.359,-43.488,-1.0
4987,7hJA8wo35VhUx5hb4c9kaw2ekw4QQ6q1uUtssQP2SHHj,0.009,0.39,0.359,-0.381,-0.977
4454,9yg4fim9jHuLPzDbHybnPsW1cAdTadg2FphnCNs6nYib,0.006,0.14,0.359,-0.134,-0.957
4556,8uiaJJFFrJkWV6oZwgMRofaPMC244uCeZ9fizyWT5b14,0.009,0.62,0.359,-0.611,-0.985
103,Up5P6inAjnLgWmphvgBcCXt4M9AHLSZuFBYXchA1dT1,0.003,0.36,0.359,-0.357,-0.992
9023,4q7yfcSvHzUjaav8hg6rmDcUywnCAB8FLLJcimpisxL4,0.009,-0.28,0.359,0.289,inf
13204,D2ZTqcExZRHyGDVJVLxQLYpB7ayNvjfXUGKGVBbiyeXe,0.005,0.29,0.359,-0.285,-0.983
6754,2hJSLj9mtebdBhDcf4g7kEbe5xaNTd9jgESDZ7FhkPmY,0.001,2.08,0.359,-2.079,-1.0
2400,Ckqos6cdncPKj13DnCmDVZsZTqp6eS7277CRrT9WhcEr,0.0,36.0,0.359,-36.0,-1.0
8301,BBk6zhcBy1SUDJpZtrEewPz1FpGaQm5Ec9jvSvS24AQW,0.009,-0.19,0.358,0.199,inf
2614,85pFHBGit1csFrCk2RwA9NVKzBcqHimGzXz3dFzs3jHj,0.002,0.42,0.358,-0.418,-0.995
12837,8SP63eU5PvJKx8KUZiF8Hq5DoCLp9Zuh7fzkGhYrBGFU,0.002,0.36,0.358,-0.358,-0.994
160,3pyQDMj2jaeQ1rPYit3Wx9WXd54wRqcbbQHffTCEFgXa,0.008,0.48,0.358,-0.472,-0.983
1917,DeqrEqbg7vatYQoMshjnymxqBRjUPB9jKX8sWkniMFin,0.002,0.35,0.358,-0.348,-0.994
9330,4X31GTkmLDmwq1r6vrjDLfa2c1wn54hzPBY6G4Jk8iz9,33.424,34.0,0.358,-0.576,-0.017
2942,J7WfYpT4aNb6Z62VHEFg7cknyCJ2JhXEyvV6rdhDmPDy,0.003,0.36,0.358,-0.357,-0.992
7590,Ap2dJ7pWMxfEnPtLuBQneH9Jk73ASVJiJTzjXKuWz9jC,29.642,30.0,0.358,-0.358,-0.012
1339,AfcTvyWX1r5rjM5x1cVr2YNL3uqxZ69ntQT8FEXhiY5g,0.007,2.31,0.358,-2.303,-0.997
11310,7PiwuZkEj1qHVVzviMfYShjoSrzAyirP91jf1DpRWHBb,30.025,30.33,0.358,-0.305,-0.01
9607,5jXZRgm1HYKnsubuxzXstETt8W4kJEaY4SHetbXypKVe,0.002,0.36,0.358,-0.358,-0.994
7105,84y5Y4sk6GgoDioXWQ4dZ14trQgoWcMKnwReCaWtJnuk,0.002,0.36,0.358,-0.358,-0.994
12703,CQf3jGLQwtDq2nAoGQzZ9g8YE89cPM13dSV9fYFe22H,0.002,0.28,0.358,-0.278,-0.993
1752,9WW4oiMyW6A9oP4R8jvxJLMZ3RUss18qsM4yBBHJPj94,0.009,11.05,0.358,-11.041,-0.999
2401,BvbA1zhidrCGJt8F29Lp8HLunuqjuRGhMDpGXvG3r3wu,0.01,0.34,0.358,-0.33,-0.971
5550,EAhgxFzyu1qtJSDrfciAdaFEedf7t8cLDtTzTbWRv4gC,0.007,0.49,0.358,-0.483,-0.986
8839,8VcttrvUT5Qjo81qkDtq1DyTuNUEFyFaYJk7cRnLnhnD,0.01,0.74,0.357,-0.73,-0.986
5987,75ycx5sUFBxDhY1uwuPCW22s2C6BydkJTje7q7zEQFGT,0.001,10.3,0.357,-10.299,-1.0
5821,DNsWcPN7eFDVoSbawF664L62aPaRD5RnMbBoRm1pS5c5,0.008,11.68,0.357,-11.672,-0.999
3753,E7ZKmPZqWZPnQMbDK7CnZ2t3tzFwfdmogyKgYKtD5VG9,0.003,-26.31,0.357,26.313,inf
8848,FtuB16XAxNGjJ9SpSxtTouLxfXZTkhULYsdH4Hfs3Uqp,0.008,0.34,0.357,-0.332,-0.976
10104,3jzdKJvH1TxUsukuYgvfhdSrvfQeD8ZWQJpizRt8EvDL,0.003,-25.74,0.357,25.743,inf
9720,ALvnDUSFfZmJeG95MvDbLdmF6YxELQPd8q3w1ZN8QWxU,0.001,0.89,0.357,-0.889,-0.999
6814,DVV4Vhk44E5YvVzpXgjJMepYgUB5uKXmAhEbFg6R5vWJ,0.0,94.0,0.356,-94.0,-1.0
7211,28aFWb1kd2SWHdwbekktrGXgGuKJqELRncwSg6grp3fK,0.0,0.02,0.356,-0.02,-1.0
13034,5hY6uCaC29Z9q7PZrpVohz8WtsTkQZspYS8RDuv1exnr,199.71,200.0,0.356,-0.29,-0.001
10555,HtYV8MLC2htwV51p3BAzbHFmTyJvLbttiZdaMU7VUiSh,199.649,200.0,0.356,-0.351,-0.002
10581,4441FNdsmmDWizxXobZejvLSfEJijaQHvr6z1JnqzMSt,0.007,0.75,0.356,-0.743,-0.991
12016,5AfWtQh21WgiePx6BiPX6hUzbw4cZgQeJwS7VYhrgyQQ,0.01,0.38,0.355,-0.37,-0.974
6669,A2ZUT3A9EjtCkzcZveEvWF3pPwNVqdXkHK3fsNRAg8VX,0.15,46.0,0.355,-45.85,-0.997
8588,HJiJja6mPLBHVsc891hPiq3tqsYErR5oMRwBXuwBKeDF,0.004,0.35,0.355,-0.346,-0.989
10334,4cqUu4EjYxS7eDdrLGm6eZxJWAZywVYnrthUHNNL8LCC,0.007,0.36,0.355,-0.353,-0.981
592,BbndcLqADC4sRLMkGJkfs395jpTNAT4QtxXiyHVrNUTW,0.008,0.42,0.355,-0.412,-0.981
1329,C66xkhG3GSswFRqZ8BHATwPbPhyGsWxJ1ymMaDerKbLX,0.0,71.0,0.355,-71.0,-1.0
343,HPHGCYacwZDdaKEH9NNTHpwrt5m9gTeXKLjeKw3AywCk,0.007,0.36,0.355,-0.353,-0.981
11164,C9ihjo12mK3E3Uoe1nqnLTfMHK75NRNWoUDiNnXhoBZA,0.009,0.17,0.355,-0.161,-0.947
12462,AQS1jwDun84gGJTCzyut7SaDfSvrKqYrQmVrwnfnPvW1,0.005,0.36,0.355,-0.355,-0.986
11585,oyZQ7fC5LutPQfZEgv8HSGkp7anC1H2Tcc9eypAp6Yz,283.645,284.0,0.355,-0.355,-0.001
6789,44hBGauJpfvnokkz45m3YMDQVt9v7DwzosJgyZHM3L9A,0.005,0.34,0.355,-0.335,-0.985
11303,Gk4mpwDEggypoPjyrZcFDbHT8WBwspC5AbQ5uDgaQufL,3.166,142.0,0.355,-138.834,-0.978
3412,CkPL8Dpk198iX3wFj1egNguBdcgrPmujnHVZLwd23tam,0.002,0.58,0.354,-0.578,-0.997
13207,EXtE8sdTe7mTVb3SPrwjPRFhtZz6B9EJEY9dMJGpSzwm,0.009,-14.55,0.354,14.559,inf
3275,5M8YtY3qb4NHcYgXLM6MXJxjAg8iNTpJoJdvjAdHV9Sm,0.009,0.32,0.354,-0.311,-0.972
1963,7hFhVgPqMEJ7k6YfqJGcvxm8isg1mrcq6Fi84ko81vC7,2.003,1.97,0.354,0.033,0.017
4519,EiX7R6kw9ePcikSbKt68ugRPkHtnjNdZTS6Ad3mZ8us2,0.006,0.36,0.354,-0.354,-0.983
1553,4Ryej2HFKoYmiYidqCbk51YRfqNdpXC3MqMnJ1e2zWWA,0.004,0.65,0.353,-0.646,-0.994
12155,Ghf6jSzHgQnNsw2HmfoDS9FBfWCaYjLdoZieJCTfNsdu,0.003,0.26,0.353,-0.257,-0.988
4383,DX7hwiYrCopv6RStR1s4c8bMg6chSL6XQoyUEhZQTtQN,0.006,0.52,0.353,-0.514,-0.988
605,DpRD7fyToJABbqGwNYpfVVYXcuAMkHKN6DHEPSZ3uSZm,0.009,-0.59,0.353,0.599,inf
815,65DRqrxKS3u72pP7ke9f83qCoqZGFVb7kjyTJVNUpebH,0.004,0.35,0.353,-0.346,-0.989
11471,85jpJxijoEvWCuga4BEskzvELAyUNMx9qn5aFYm3hq1S,87.805,100.0,0.353,-12.195,-0.122
4138,GTw5hYiNK6Q6KcVWGkWtHRRo7qzyoe5NwQTjcVfQTXCy,0.007,0.39,0.353,-0.383,-0.982
9195,8aNxPwT5bXo2XBf8EZV8AF9nnx4gmZKaFaWPRF1c1aoP,0.009,0.07,0.353,-0.061,-0.871
9430,FwXBCARhmmmrqsrMPcFozrcQJmRwwGs2AkVFwCGptD5t,0.007,0.36,0.353,-0.353,-0.981
11297,AfYiuH1rdB1rLb1r1kjBYMADV9ScSRZDkD5i3iw6GEds,0.005,0.36,0.352,-0.355,-0.986
2916,FmtA3T1DgjpJnsQqerrkUgwjSV6sHcHiK7KPtoV8XPYg,0.008,0.36,0.352,-0.352,-0.978
11677,75fR8eGfiqjKRDgGJdBDrgkCNDjTYVwby58awgYrFwCo,0.002,-0.32,0.352,0.322,inf
3836,ni9HkxRJsbVo8Paw9dLUknQVKUXs5MDQcBztBBkizF1,0.003,0.34,0.352,-0.337,-0.991
6263,8EYLkw1srtniXxh4nbqzeuaNRPaZ6HianZMiVgezAfJS,0.358,0.27,0.352,0.088,0.326
7698,Hffq9TeGfVHUgJffkCSwjvP61joxe9gE16EuyKSfVHYV,206.377,205.0,0.352,1.377,0.007
7242,BzSJ77zKaqtBk2cEL1XqFL97zTXXMRHmxtkgtXwCc3C,0.0,59.0,0.352,-59.0,-1.0
9012,Cy1WSdjGv54aYN6dpNabGN2mvxVpgPMh9nrscjMnEYo6,0.01,0.18,0.352,-0.17,-0.944
5290,HXV2W5B6VxhDbn16deghX21H65sz27FWLnfb3LCESeVe,0.006,0.42,0.352,-0.414,-0.986
9237,H247sm8TaH7ChSZTA7EFk4w8skom8r6n3uGYc8F1XxYR,0.008,0.36,0.352,-0.352,-0.978
4297,Ar1AUVfZ5XzpsVuWQ5HfJEkvydZiFgJxPLxupcX48wQ8,154.648,155.0,0.352,-0.352,-0.002
8651,Dv3xTXup1RYg7UpZD1rJD8KgaJQhGeFxV5e6cd6JdmYT,0.002,0.5,0.352,-0.498,-0.996
10537,H2Ada4dYu6rdXHS3irWgaNJnqhTpRwc5QAThVE3JRyQ7,0.009,0.39,0.351,-0.381,-0.977
2397,7k97ocxhUtST12Dp552HfsRjEgmLPdGxwTozAzRmeWSB,0.01,0.32,0.351,-0.31,-0.969
12941,89BqEfjds8eu14TnGJ441ZF2Xe8VFPjViqN5v36XQvE5,4.982,5.54,0.351,-0.558,-0.101
8182,FZgvLxdme4eMka9f72vZ9uKAKrBGmkauBBd3ds48siVP,0.007,0.81,0.351,-0.803,-0.991
2855,FSGKtsbphJuUknvAwKkG5TF6wMD4Ghn9uCj5yKP3rMCd,0.008,-0.26,0.351,0.268,inf
9853,4Gm1ndqsSFNAZAotHuXe7nsoZM74GffgRB6apvJNdNSm,0.01,24.52,0.351,-24.51,-1.0
1932,CjYHUcFFUKyzmt5eSDjYQCQvbMpTz3XDsMvPsqxcroeZ,0.009,0.12,0.351,-0.111,-0.925
12500,HmFEmnzWqDPvcVKUuCumQzZHoMdoDHXHCSUaJfHY4ceA,0.003,-0.3,0.351,0.303,inf
10985,54MFqDbGkrdCc3VFGevcM55XeSZY1T3JCgtmFZ63dXkh,0.002,0.52,0.35,-0.518,-0.996
9995,9NqAp7mSGQdNjWwW9NXxBoFwiUgBXcRAaCJpaGxV3HD5,0.0,0.35,0.35,-0.35,-1.0
7407,6K98HnnGXfQzDvDqeipr5kMTZfNwJAw2biga7bnbWsdh,0.003,0.22,0.35,-0.217,-0.986
11113,Hc5aS9ZXRU9k6WzHQfcobXkvwMtG8U8xgJLz7seb2VoM,3.005,3.35,0.35,-0.345,-0.103
5893,2Q9bH1g2yMu66iBFZgmu3tYLPkiuqKGXgR1yi8A4Sz8S,0.002,0.57,0.35,-0.568,-0.996
12945,CJ1UDgEgkaZyUSko7CKPdStQymZnBzWxSem6BdoDM7TB,0.0,0.35,0.35,-0.35,-1.0
5215,GeTQpRQ3sufCCF3eZFN4R9BHaauqd5hu6KfoDA42sgia,0.01,0.35,0.35,-0.34,-0.971
2651,2vhDThPXJmV2hQp5gAKyY3oy7zu6Dc9x2MHcAuDjvvwU,0.006,0.66,0.35,-0.654,-0.991
1862,GVX84LS4D1YvCZeGRGULkDtwq2JjFGfGM9yGoVtrkkFA,0.009,0.31,0.35,-0.301,-0.971
1210,3N1uMGew9Byv6CRtGzFTRyNCCfNM6RpcRJQM2VCRHeLh,5.439,-3.0,0.35,8.439,inf
7299,JDVngagiNrRFwAHqmu75vJcaqieQA5J2eVVYd737nSvL,0.01,0.2,0.35,-0.19,-0.95
9630,2B4dx6fioZ8krb11XLKgm8NLH8QH7yPovzULhUMCWA4E,203.624,200.0,0.35,3.624,0.018
1582,DrE8NhfgZo8CTw7oDM7rwEUktsrA1ZkK68LVvdDanRGK,0.0,0.35,0.35,-0.35,-1.0
