,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
9173,9ovqH559jb9F1uicaETcMRmMtoaXkZ4zxPkgDeTyc5cU,0.008,-0.03,0.393,0.038,inf
10637,5rKX2v1drnxsomwPEEU8CeTJVMbbDLgraXB6G99WEx2v,88.632,88.0,0.393,0.632,0.007
3349,5eDHe3YTVXsb5btiJjgBjr8jNjDFA1uaJs3iZeQ2pxp8,0.01,-0.72,0.393,0.73,inf
7093,AttWD36nygmDDWfU9og4kdMk6CzexMLEASfxHCTuTeNY,0.095,0.5,0.393,-0.405,-0.81
12340,8ssvZzXqGW3FA9SJGjSh7QvYM29dWqfTboQVYTXRa7jb,0.006,0.41,0.392,-0.404,-0.985
1529,A6J8z7PZ8ZktAirRRnVwsf1NTtkH7512iYG7CwQD3hm8,0.004,-0.76,0.392,0.764,inf
7099,Dkaqc2UfRT5sTYBdngRcoEPa77ud7NbjoGWFE1Wp43V1,0.005,0.09,0.392,-0.085,-0.944
5137,66Hw1JPBMRkjaJBm9t6ebtNwtowxzRF8s26RTEov912C,0.006,-0.05,0.392,0.056,inf
5591,AaKZjdeAzMrHNQUpec6Fb9mVHxnWmavjSwnfkHaxCK9c,0.008,0.61,0.392,-0.602,-0.987
2780,E1Hb4bBs9DP3uoWgeXaTrEyHJB95QNznogksZsz5pLcj,0.008,0.4,0.392,-0.392,-0.98
8447,3amaGrFCFHnRQaNRBd5KvrzSzmUsxqPrEfJnQALYieKL,0.003,0.41,0.391,-0.407,-0.993
8681,J8NeujQNiv1FS4scyvpYGTABUJD5SfgwzsX6A7aPCBFv,0.002,4.19,0.391,-4.188,-1.0
9438,3amfcNpXQ5VK5tdTfyUJybxHkifFJqLn1XXZx7HA8KgE,0.0,0.2,0.39,-0.2,-1.0
10088,C5CEkaYvWpC2pRbvWFcBEdt3EX6qSkah5FRR2rvrr39x,0.01,0.4,0.39,-0.39,-0.975
12903,Hkc6fny4GVzErYtfZiHYK995QLoWSfrNutYo3La78cRc,0.587,1.15,0.39,-0.563,-0.49
11606,J6abCpSWggte1rYkseFw7BbkJNH8FctNyDMkCMbAvQT6,0.001,0.22,0.39,-0.219,-0.995
5250,DNTf8QJtCM9nQvYGNjraKJ2xMWQuoC5anTQvG7D4ygGu,0.003,-2.65,0.39,2.653,inf
5794,EAJeytpExK1ZaQRpBx58UpALA9vFGy3ZmYPor3BWCKtT,0.0,0.39,0.39,-0.39,-1.0
9616,W9N49X5Fg629TEtQZuEo88M5Vj4DbM9DTz6nCW93izJ,0.001,0.17,0.39,-0.169,-0.994
4340,8ysMTSBV8oDgN5QqvUuZT2hWMEBo7WkckP8fWTjhSLXz,0.009,0.4,0.39,-0.391,-0.978
3516,CgB5GtkbSU7kiAR6T7xGKEoLUQpRa9ktMJJPqwenz4hU,0.5,1.0,0.39,-0.5,-0.5
6327,3XDLQpqPaNBLSWSWDkHEdafNwiqdYttzjq1UyQzE8uuR,0.001,0.45,0.39,-0.449,-0.998
5928,2BEkRgqd6nE8rKrqk6CCD5QjjPJVD4txCYLMDh5JrM9S,0.001,0.38,0.39,-0.379,-0.997
4374,5ZGM1LadpxKPYrXZK9Ny78YuYRo7yBp29BZG6Aib31Rj,0.004,0.39,0.39,-0.386,-0.99
61,DpNNV2kgVDWLJ6mWU43Je4VyapmUCJwRoRF3fLZLmELp,0.01,0.27,0.389,-0.26,-0.963
12613,DpGDZhd8tWaKvmd26VMwz3Q7kMFXjcttiqpkwatURigX,37.878,50.0,0.389,-12.122,-0.242
12755,8mbMH9EKd9kQDyFrYiDJCV9VaWxWCzpZBQZLyYN2yNVx,0.0,31.63,0.389,-31.63,-1.0
13365,Gi1KKrM4r4V4uiKZnEEWQTvqRB93ExX5FV3VWBJMnGpy,0.006,1.3,0.389,-1.294,-0.995
8449,HVzNmkDs5WgLwN2wrv2DQ8sxXh7HfhopRkx4nLCtDchs,0.001,0.39,0.389,-0.389,-0.997
8990,BtwyFiD3jnigycZpE7XT5tYx3t4LFBbtRsd6apkrPjyL,152.127,160.0,0.389,-7.873,-0.049
11126,GqSMKWKuLTa4ciy6r2qBCryB9p4Pob2vvw5CkxGCb2ZC,0.005,0.28,0.388,-0.275,-0.982
3282,22ALvANWeGWSjJaK578oHUdz5jAhvCVs3to6S2JPvafW,0.004,1.6,0.388,-1.596,-0.998
8934,AMGUcjS8upbRJPq5En44YvK1cGfc7e4F3bDDhkpPAjnZ,0.002,0.39,0.388,-0.388,-0.995
13522,CQDBwSMFTe51nsZ24hvQEoXwDnph8uYKpdjR88N6kMhe,19.975,19.0,0.388,0.975,0.051
9827,6CByYKidT8twPrRZBZGmx6nsUPeTm1J5EPZknvSKtP2G,0.004,0.61,0.388,-0.606,-0.993
2596,5VrP415Zu5YBHhzG2BesaBCiQ8AzF73skBTwpVqCHQ5K,0.002,0.53,0.388,-0.528,-0.996
1866,2MtrW2c28ui6KgoZY8AzJxeL3RzhaC6MEDC9YzQkDpUZ,0.002,0.39,0.388,-0.388,-0.995
9321,F3TarhdgsgF343p3VZjJjVpMB7wkNv36EQ7mhYDSE7TB,0.002,-0.2,0.388,0.202,inf
8992,J67yvMjpgjeQ4WwGzn51SZCWy3KLV41yFqeq1bPrSxa4,0.005,-0.25,0.388,0.255,inf
12360,4DS5QkBvHHnnuoRYop7jaHbnrpvg75w83Jhg3PMvK9KV,0.004,-12.09,0.388,12.094,inf
3629,Gkf6fZSdkiVBH4Sa8QS7cyhabdJU9aEndfS9NsCFnpfL,0.002,-5.04,0.387,5.042,inf
1684,HSA8Z6zA4YTGXEXdhWKxyDxdSnXoPS2EwJuqiEKaHApG,0.007,0.72,0.387,-0.713,-0.99
11528,67KtFnSUyHTf6mCQv1DyK4u6jzXQsVygXrqMvYXkvdrv,0.008,-0.11,0.387,0.118,inf
1812,A3xHUfpqhWDHmBSDGZkEv75y4QiiTCmPynQx34z2yERt,0.003,0.37,0.387,-0.367,-0.992
10082,9zZtKABkxmf3fTNEGQjWbwqvTfb4rpHCtVCQrNvvCQHk,0.009,0.15,0.387,-0.141,-0.94
6329,FSBJioTZn2L1NidMgWDzdFPkgFYZwvPdYAYu2fMiUrLM,0.003,0.39,0.387,-0.387,-0.992
4341,8fVsgeBw6jKyUESThhMBfjYSK5D1onpcpw1BpLPM1s69,0.01,-1.8,0.387,1.81,inf
10273,FWL57pky554t8rS8Fsf5dngBYVB7tZNymqWW5kqe3Lm2,199.473,200.0,0.387,-0.527,-0.003
2484,EG3Roje66C92jegpucA1NqaoW6YW8MLhiwh6fdaGoREt,0.003,0.39,0.387,-0.387,-0.992
608,2tXyqSUYjC8byNuZEdQ9B2Z45GYJPc7xb9a9CeG99yQ8,0.003,0.08,0.387,-0.077,-0.962
10893,AuHmnzUJzpWKuSZenPooubY1LHjceo74HCxVUf9SZGMA,0.005,0.39,0.387,-0.385,-0.987
1978,7drLeDnxiQ69s1gmUmTJg2Jv2v3RM5SY3nKNGho4RH2q,0.003,0.39,0.387,-0.387,-0.992
9811,8Eend9epJkYk7eYUz7spEaju3MDEyHQmJwh2yWz5dedb,0.009,-10.99,0.387,10.999,inf
10138,8jhxB5SUMBkLWtyiaJfEds78vsLstVnhysf7gofLLg43,0.009,0.34,0.387,-0.331,-0.974
6779,7iHkqjNQzRYzTLZcj7ctRp8iEGtqak6xFu1Ldy7QkKDn,0.001,0.21,0.387,-0.209,-0.995
12266,8soQsYfQCngqJ5gLpWSuuzDUo1YLg53mU6GBF5RBizNn,0.0,10.0,0.386,-10.0,-1.0
13420,6CS1E8mndLRUVfJmGSHHVpofKWhdSsnCMqmipJX9r4aV,0.006,1.48,0.386,-1.474,-0.996
7044,FMhCxyGkfcFEyr7mRQ9qpGGqzk3BwvgXxQcCXunfwpA,0.002,0.39,0.386,-0.388,-0.995
934,HaKyAs1a83hnBcpJYxbg9QHZQbayTL8udA2o5egQ4BHj,0.009,-14.84,0.386,14.849,inf
8764,EJeyEdjQLtm2uDYRPCQ1WrLi9fypNjZqvLXoch2jkMCs,0.007,0.42,0.386,-0.413,-0.983
8685,DBhHJTaPnLyuHp3YE2mHB2TJL225aTyBMaGwLzgpC4rc,0.006,0.43,0.386,-0.424,-0.986
9164,7MQWiJCsLNPVAG8cgZA3JZPwkYdnqgZu52yiBc3Lpn7V,0.004,0.39,0.386,-0.386,-0.99
5924,92fe9YhWF3vrMLyb8VSyF5LLNRSrkMGD6vgkihPUskBN,0.005,0.58,0.386,-0.575,-0.991
6786,3mb4EfHc8NwfRppU1YZ1Hd7azh9erAHVJ4H3t96B9tgL,0.006,0.37,0.386,-0.364,-0.984
2864,7rq3F5ZQXc991M4SCSqvhYKL2SsPT1DKjBBUoxovYt1e,0.861,14.47,0.386,-13.609,-0.94
10808,9KmnVinvoJFeGtx5j9dw159k8KMKQv5aTCxS22PCMV7k,0.005,-15.41,0.386,15.415,inf
1888,4VKic4ZXnUwmHw2MmkTzHFDA5M144ygimMZxACmZm8g1,0.007,-0.18,0.386,0.187,inf
1904,EngG3g1icocMEE6TMgR4tm4n4EiBVedrU7HqiKjCv6aF,0.004,0.58,0.385,-0.576,-0.993
3724,3ZfxcfNqcDfkDeCUBdNg3eaTnjYvdyAfNnuMaZMa2nWE,13.973,14.65,0.385,-0.677,-0.046
3915,4iZsrimgn13sxFYUQo39EfHDjfpePzvBaaKwRQEU8Agg,49.006,49.42,0.385,-0.414,-0.008
6462,EVRR3nysHCb9xVXahYJmW93PYiXYpcwmco5Fyiv2SdAS,0.007,0.39,0.385,-0.383,-0.982
9687,2Ja8rjmMZoTbFNU1L5eHFMB8KmeCkNQDwzvwsZJUfqEA,49.006,49.42,0.385,-0.414,-0.008
7821,C2875fj6PtFvHY52biqSkMxVBb2w1qvnARsD7jC879eP,0.005,0.39,0.385,-0.385,-0.987
11195,2AMGNJiYbZ2zfbaVtogrA83t7HCEaVEFDRrpSBGk9a5w,0.005,0.39,0.385,-0.385,-0.987
12425,4dB9ukY79TC5JWfvN29EaRwqaAmh16Jm3nnxszUHQxqy,0.006,0.86,0.385,-0.854,-0.993
9227,2HpqJWDQfnSBiASDDWvwEE6FF56YyNy42rdjxWzFcqo4,0.002,3.41,0.384,-3.408,-0.999
2219,GJihWDVLzJydUX9kMjykKuZXgttWYspKqwshTJNoikuC,0.005,-3.326,0.384,3.331,inf
9429,BRSh2ESDF26ncufZHXC2KbgPkskNAgDJEqiwFvt36rrt,0.007,0.39,0.383,-0.383,-0.982
2054,3MDvLttif9M2AzmN7tREiPvaJAdoJ4N1975PzQ6AxVjL,0.004,0.15,0.383,-0.146,-0.973
5449,FoA7NqazqZ9EdDE1HVnLoYR5Mb28Y2ngxfUhS4RuVUC1,0.005,0.19,0.383,-0.185,-0.974
9296,B45Ui7zMnk7RMsrsR57F9EH3pvsA34rtnbYzFY36FkFs,0.009,0.2,0.383,-0.191,-0.955
6315,311YDReM6bHoxPDgGYdpGsYVjTzDQsTm7DPcNiZPFDux,0.005,-1.05,0.383,1.055,inf
4554,BPiESroZoYQ76BB86vurotWa7sMe7F1kAmEUpDsW8JKS,199.617,200.0,0.383,-0.383,-0.002
3591,BeSBS6zqtZPgfEkVW7JFWUX4Us28inurXs6MJ7zGJZ9r,0.004,5.51,0.383,-5.506,-0.999
12820,G8NAssP42Htdap2oGMFVb512QoMZstpsQPCcLbhjk1rn,0.009,18.64,0.383,-18.631,-1.0
4045,8GKm6MnYTDokjJQvQt1ynzUqGPc1XQXXJVG41fNnqEyE,0.004,1.66,0.382,-1.656,-0.998
4581,6LipNmpYoiJjCQiPWLauq4fWfd5HaSYdqvHhjQCA1FfN,0.007,0.28,0.382,-0.273,-0.975
5197,JddEacmMWcCMBgMLApuA7X8GRH5PTaYwkNeiGS2TYxx,0.001,0.28,0.382,-0.279,-0.996
2965,7hTXmk1XVrkVXtnK22Hb81fGR4gNXGZVhjQ1AkRY38uw,0.0,0.42,0.382,-0.42,-1.0
9759,9ZfQ71NugTAKvYVCWavzg9esCyxUdtT4M46uR1hwWShA,0.0,0.39,0.382,-0.39,-1.0
4004,Hst8RzcEhEkpggdJHPmPFc8XrbGDWtzPLE1M7SZ6eh2c,0.006,19.74,0.382,-19.734,-1.0
789,2g41XKNAD5Jr3JZAEAATALgXFjumQjRCSAGsEMMXxC3s,0.009,0.71,0.382,-0.701,-0.987
4752,6fGG6VeaiTrnGzL9Jvg8JYvtywpCNtkVKdzyn5UCknAx,0.008,0.39,0.382,-0.382,-0.979
12740,GCF4Qn6GighwAHbcYDnTYzD5zWhKPsS1Y4rSwHYQTQNa,0.009,0.0,0.382,0.009,inf
7628,8Qvy1CoREbnhGveABbJiJDxqZGhrRdCKvuabbnMAvYJh,199.619,200.0,0.381,-0.381,-0.002
4333,AyvbTEsXMsth6rasuUckA7c5Sj1ddRi2hkAyxZsABbfw,0.003,4.42,0.381,-4.417,-0.999
6611,HT5aH4k9kpKgqS4DXPqNhhLmDNNc6p41ShRqeDbTTPty,0.009,1.64,0.381,-1.631,-0.995
1768,9XmCySStXtevxmAokBYpUuxL2R9x9JKXZYEyZyu29Fcg,0.002,0.35,0.381,-0.348,-0.994
11620,A1ibHDNfCg4HR9ZDA9Rcv2taq38iWeZLE3TAEgHfs9ir,0.005,0.42,0.381,-0.415,-0.988
8071,CNiis9V3Fi3Mox4k5chnZ7t4kZ72LDF5Yeqmbf9J83YX,0.004,0.56,0.38,-0.556,-0.993
2696,75RYpTiBmx3E3f1gf9gmKBqBzeJ1mPs4a6xZMCPFE51U,0.008,0.13,0.38,-0.122,-0.938
11673,3ayWFwNSbSBdtjHTmUVgF8bfV8YXeyXvBRzR3r9AQByA,0.01,0.39,0.38,-0.38,-0.974
4878,Hff9sCXWLrzpz3BVja6E5cYLjumY1ESSgBcn5ji7rzR8,0.009,0.58,0.38,-0.571,-0.984
4221,6nBdZfEzfaNenxcR7KKEnq9tAbg6Mq6EFjBZNDqrFEwf,0.003,0.31,0.38,-0.307,-0.99
10501,8rw8BsuGvocQhV9SPfT2YMCwPSJkN4WXaXoGxriErfVv,0.005,0.43,0.38,-0.425,-0.988
2772,7qBTkn7T2z2Pw3rragdYrWeGUpdfqHkdanhgP7DUYfyj,0.002,0.33,0.38,-0.328,-0.994
1537,Cy9J1QaqiS7ZZwZHHd2X5vZJ6AY9e7KYCtdHWVYrauFs,0.004,0.38,0.38,-0.376,-0.989
9340,EUCgPqkqRm4STZsvJGGHiePRKoxYkLLeDHkWTvJppY8a,0.009,0.39,0.38,-0.381,-0.977
13087,8h46FzT9jgdDdsmEoXaeTLNtGoeX3snBLKxC5AYJawCw,0.002,0.37,0.38,-0.368,-0.995
5954,4egD8CSbt8pqGF2mTM3a9uWXFHaACGETNT8n8hsui4Kd,0.009,0.48,0.38,-0.471,-0.981
10405,AHZHYMy1ZWfraMYCKjMTcERrToVukcRQoQUTjjU45fxf,0.008,5.52,0.38,-5.512,-0.999
1966,C2ZNHbTEXsC2aHeg2hgEHTQdAT3Nya176fmgSHMqevMj,0.007,0.38,0.38,-0.373,-0.982
10644,5Km77HnQ31MZG3KGMnFHyNbX5KoMeuN5Ak7Vpi7rvEkV,0.01,0.39,0.38,-0.38,-0.974
3010,DMtZe7v1v1fmUJieCPKmPnkqfvCEV7dHNEha3Wkshdh9,0.008,0.37,0.38,-0.362,-0.978
8619,DJUetW9RaVtMD6vgZBz9RYvAdwA4GJ4MxjLTL7fLgiaz,0.007,0.12,0.38,-0.113,-0.942
10182,CccwaQHoUbVb4qgfcLLFqFZuKmksnGuQ1rCJPUMedCKf,0.008,0.73,0.38,-0.722,-0.989
9279,6U2f1LRELU6uxVPJkiy7aSff82Pat7En9P92rsnPzCtG,0.007,0.39,0.38,-0.383,-0.982
3310,3Jbv3ujmwG2bNoPEdiqJfeGuK2vNZEfWujwy1f14d8jV,0.004,0.4,0.38,-0.396,-0.99
1620,47Brz4BAMv7W3cMSHTcCd5pbVkV4UmA7Dp7g1gTS59MN,0.009,-2.88,0.38,2.889,inf
11280,4oRwvzSjjfhv8TDQarDggAAx31e5FBrA68KpCppCdfYR,0.003,0.38,0.38,-0.377,-0.992
1674,FBJFEemSZhXGoN8oti7ESGF9rZCCEAms5PVHhav2Kh6u,0.01,0.39,0.38,-0.38,-0.974
5012,Aw4ijVVboevdTXg18xsLZC2oC4f4YmRa5ZvDyLZTbhyC,0.006,0.66,0.38,-0.654,-0.991
10879,5quxq8snt8xnLBBvozz1sUC7YqjEmkgctPesJfxwjyAq,0.01,0.39,0.379,-0.38,-0.974
2227,8coZsqF97NdwogaHUwtjmj8XovL7U6CPKM3JgfrX3PJd,0.005,0.38,0.379,-0.375,-0.987
7627,5u6smEjMFFNdmb7oBauLA3j4ZcEnC5tzc2mrh6Dh5wLj,0.006,3.74,0.379,-3.734,-0.998
11024,FpmwM3HYxUM6CeTXzv28a93z5eUfYkfAVj5dLoNm1PwT,0.001,0.81,0.378,-0.809,-0.999
8253,Ey6MusA2nG9S3CT8iKLxg9BQJeUh2fkiDZN6xvUir3rC,0.002,0.46,0.378,-0.458,-0.996
11279,Cc16uSnC7UZ9xzAW8FrskE1aW9mJ5huSsMqNQxJAab2h,0.002,0.38,0.378,-0.378,-0.995
1544,Bm7jXZGWFEDp2FCxgMcGBE867bDi1VoxATDtbZHzaSPf,0.002,0.38,0.378,-0.378,-0.995
3107,Ha1nhc7XELBe7ur4N8V13YZnWPkKcrqdWDW671qWoybp,199.62,200.0,0.378,-0.38,-0.002
8875,Gtu3gPWdz9y2wPaFp17aJ7hX8DKFs6AL5qntokcKZ9X6,0.009,0.39,0.378,-0.381,-0.977
11887,HrDrvnVn2mnAmGjU2EKVw4ZdkZnQgADFjv3teHX84ssk,0.003,0.24,0.378,-0.237,-0.987
10328,2D79e1sWPJw58WoMTGoFrUvBGGEWy2K1GG9h7Z8sRqf2,0.008,0.29,0.378,-0.282,-0.972
9717,vdkGpgZBM1SaKcu7kb6Wy4PyYi6rARWAbUZN1iJih1i,0.003,0.35,0.378,-0.347,-0.991
13354,HsmH32YdaG7eHXx3352jeJ5JUjiwdcUTvwthR1iY7jGj,150.685,151.0,0.378,-0.315,-0.002
976,HXS85Ew7Y4KF78wKSqKNtS3ZyJz3FrS1GoQQUnBdW6PU,0.002,0.38,0.378,-0.378,-0.995
10275,G6iysciZYjzUAxixTHV4MS97qLeJLxbZssnW6ucvVzjw,0.002,0.38,0.378,-0.378,-0.995
12224,D4Db14agApsgqiQaG4zd33f7bV8EsvFKA3poXtGz4oaR,0.002,0.38,0.378,-0.378,-0.995
11927,DrVL18wq8MS5XHuVJT9o2cWVsHUeKKqAQR132D9J93RF,0.004,0.29,0.377,-0.286,-0.986
10242,jsUmNg1CXbdEq7fFQfmpPMZFiy1CBxMncpm1VSh5is4,0.005,0.31,0.377,-0.305,-0.984
2963,FtiAzgtXQgcQiGxT3AqkH9uExpRkynF1hWCo8GQbvdm5,0.003,0.38,0.377,-0.377,-0.992
7239,7as4paN1R6bzfN4bmdUkrCyS7YLckk2XRZnjXHNE3W4e,0.005,0.4,0.377,-0.395,-0.988
2558,Bh67VsX5FWXaXN4gzAjjFDU4KEFoQ38CDkxjwUq9AaUu,0.004,0.36,0.377,-0.356,-0.989
2500,GDJjQaQcbkkEKSMTryQPXRr9PiXavNJTAEhVZcanhwMJ,0.01,0.66,0.377,-0.65,-0.985
9784,4ZVnf6kJcbt9jW8g1P2RZHLfGSTZ3DtDKBZzwxvcqxMX,0.002,0.32,0.377,-0.318,-0.994
13283,VNQWnppMPdud9sZif1NtGP8rEZD6bSp4kxYio9Uvjbh,0.003,0.38,0.377,-0.377,-0.992
9813,CeVKTXNr8EE9ZTa3sYZrqFRevhZA1jK2pKbCc9RTyc7F,0.008,0.39,0.377,-0.382,-0.979
4920,9zmXoNKAj5bUHs8tht1wHGJYsXAYBR1nFsKXPWSWng1a,0.006,0.72,0.377,-0.714,-0.992
7204,9HqfF71xabZggzVZXY6pGACz4mBVuMgwbi65qCaA6KCP,0.001,0.37,0.377,-0.369,-0.997
4871,GgnK2GGAXkHNQkJtJfAngmLHqCeLVVevDznbirHSGHsb,0.004,0.39,0.377,-0.386,-0.99
163,BKKD5RP3HA5YveqhrTsv56mREkc9mS71x6srWSPWBXeu,0.003,0.88,0.376,-0.877,-0.997
12072,HckJDY1ZP9ecS5XSzEGF4Z9MJLzxTHmVsAE3m5zt3Eve,0.006,0.33,0.376,-0.324,-0.982
5929,9RUWyhtf1d3w8VkyTcBYCwF3BpY6jStmABQQywuLNtd,0.01,0.48,0.376,-0.47,-0.979
5795,BKUA6fkMqLek1EQy66d7Ls75vFyffgJHixx9TQxGP9kv,0.008,0.4,0.376,-0.392,-0.98
11727,2k86yZvxswURYrxrM1PWmZ7wGyhynefJBtCaJxGupc7g,0.006,2.27,0.376,-2.264,-0.997
4724,BkFeQWh11vGPgcgMhQ6UoqCGBXg9Rodfb7nzw592CKd,0.002,3.77,0.376,-3.768,-0.999
12697,FMiYfEUSr3NQ76dtig4qbNxy3CgNaMDURwkmAASxCvcn,0.006,0.5,0.376,-0.494,-0.988
6409,BjF8BwDyrddGhEgPELD7QhpERXH5VN1CQp9VgiiRB3Uw,0.001,0.44,0.376,-0.439,-0.998
67,G84JFpJ8D9UxT7ojD1JHvqNoV7vczuD8DMeKadQieM8Z,0.004,0.38,0.376,-0.376,-0.989
2104,6jYFXQGwXftXLoiBkvkBnYx7vNL4uKShL6uQDBynZrxx,0.002,0.65,0.375,-0.648,-0.997
4415,A2HfapkcVnS1DaveAvKfeJ6CXsyAnLEvC2RgYSkRgW8A,0.005,0.38,0.375,-0.375,-0.987
3537,214d5SZyytg9Fv7aZ5je7p4WVr1Y1nyJ79TU3Paa88Nq,0.008,0.23,0.375,-0.222,-0.965
4300,3RpHiat7CibxHtKDPHoxufpWaqp2edUXXgBvqvCnPkjQ,0.006,-0.05,0.375,0.056,inf
11156,FdzSYghx97D8GnohA3f8choU4VhUvodDZgjhnvUzpzE8,0.002,0.23,0.375,-0.228,-0.991
1786,CvFKygp77nb33oUCpACt5BmF6hjL6smPniKrgTy3rW6f,0.0,0.38,0.375,-0.38,-1.0
6835,AhFRfuYZL6e9wV5SGeCpQnPYtZNTrDnUi2SjBLXKu6FN,0.005,0.38,0.375,-0.375,-0.987
7217,A8HcM5yNNM6NTdvcpkDv6zUzyVh57yE6CqJnj3MsnN4L,0.001,0.8,0.375,-0.799,-0.999
1899,BWQmcHcoWUjfz3dY4bV59gdit2rde9cNuRFxhbxkUbFS,0.003,0.38,0.375,-0.377,-0.992
6507,ALK2oyBV1kvBVDseW6KHXh7ycKNoyay1MhYGUGT59yd7,0.005,0.38,0.375,-0.375,-0.987
13536,8DSJETupgJKT9SHDcsZo5z8qobfcZsxRPh22StaFAbfV,0.007,0.42,0.375,-0.413,-0.983
4835,GZPennGTnLF8gVvrtbooYX5U7mZ6RQKTBvbGVdBptNA9,0.009,0.4,0.375,-0.391,-0.978
7896,35qLyedz7FWGnwXBTXntEH5ymaAQkHPKGC8Y7gCR8wHA,0.003,0.39,0.375,-0.387,-0.992
11864,G9zDCLyrr42NrfYHrKLiLGUwsEgGXeqSREPjpLbVoNzh,0.009,0.32,0.375,-0.311,-0.972
8072,NUJrAhyszqarAQjSAPT38EdpJ56EjyJHoFKdhinCWZE,0.001,0.42,0.375,-0.419,-0.998
10653,2susaZac2p5hfGFQaTa8QAUAJ6Ngktp26H8MGNUYgKtc,0.008,0.44,0.375,-0.432,-0.982
1619,FZmfALv4Y64F1XhggesHBcFE431dRXzcorfE1Hx8NWVn,0.005,0.38,0.375,-0.375,-0.987
5842,HS17wjHKo2x8sM4JWKX2HBkY6PFSmfNE3U2DRPQQRkmP,0.005,0.38,0.375,-0.375,-0.987
9738,u3BtXPf5ZapXMPdvat5SGGoUVw4Ujp6TjDpYgmYyLf4,0.002,1.19,0.374,-1.188,-0.998
10957,2zXYKQXTNJ4kriTPhpVoQjiEev6L7hzU2LGU7cCM6vy6,0.009,14.64,0.374,-14.631,-0.999
4456,BN8L5cUZ5it3J7DLsaNfumEV9SsPzUwdPakWoJxvqp8G,0.003,0.44,0.374,-0.437,-0.993
9102,ES1MDwRUa3hoToPKQiiZkzMYe9PDVnAQwMrEvZrzvnc1,0.0,30.0,0.374,-30.0,-1.0
13178,DTJr4tsZ26tsLcDvm8evZbR3cGMUf3h5FLNYtvpsRhit,0.002,0.41,0.374,-0.408,-0.995
11586,Bn3HVvnnPAiQEGRrv2EADRMUSALuvKtFKqg7YPAXUZ9Q,0.008,1.17,0.374,-1.162,-0.993
10325,2X9Gc7twSy62FXttwx7SfP4fHCFYvoX3jy6dYchkGS23,0.006,0.38,0.374,-0.374,-0.984
7334,A6LA1Tseez1kuxQKnCnuqb12LRz9tanXzwQjrpmFb5VE,0.007,0.38,0.373,-0.373,-0.982
9235,4NFncs6otgCsorny6VSfQM3WcZox4bp4oyD27BUuH3SE,0.009,0.39,0.373,-0.381,-0.977
4580,D3iKn2jRqSwKDUuxj2pd4MUR9acSYawPAP82bYXbFk1z,0.004,-2.05,0.373,2.054,inf
4285,2KfgR9EwXjsgraqbmCzW1vCg1xxqVVYrF2bDMrKWoFw2,0.008,0.38,0.373,-0.372,-0.979
9960,7sYWE3t7c981WgrL61MQah7f17QtsfuuN1vFTfPMKS2C,0.008,1.09,0.373,-1.082,-0.993
684,9c4CCpby6aSRzwNbojY4cugYzgWGfWZsBcdhzTX8aKAe,0.002,0.82,0.373,-0.818,-0.998
7740,9uANLNqaVh9EjgF1MTQFfYHTayp3LJ1J1YmfY7mMi7wW,0.006,0.61,0.372,-0.604,-0.99
5126,FuvYkLyeT2Gr6SBJckXKSVTcRY2JhcmSctN9BqW4238,0.004,5.83,0.372,-5.826,-0.999
8096,BH5P6mTWqqyahs4sQTD2LudUgCowRU9RLsFRErE6dVjf,0.006,0.35,0.372,-0.344,-0.983
7856,AZV5Lr26oSXWUkBCP8u7YV4xS9iAcXfwmQsoG4iexqkw,0.0,2.06,0.372,-2.06,-1.0
11618,93yTGmMejLaz9F98UtwWbwom4Do1RD698LHXwdv1AKWS,0.01,1.31,0.372,-1.3,-0.992
3263,8m7ZB1ttv3QGmAv2VpFbrLRpjnSe6vunTon3SAqaVb4z,0.006,0.39,0.371,-0.384,-0.985
5544,9HJuxDecTUKDWonwVEbGnGEwnSY86rSRcdQe4rNKKQry,0.009,0.38,0.371,-0.371,-0.976
10895,27bHKSts6ex6Ww1ev7JQRMp5huBbQLT98V1qjPRwfnu1,0.001,-0.02,0.371,0.021,inf
7050,7ZfhGGDbMfyGXzKjm5Yra1Fk3aG6NVwAJd56sAEvuaDk,0.009,0.4,0.371,-0.391,-0.978
59,4TpwwoabM9tv3pVxS5ibVbk6djBT3kyqwEFnq61LiyM9,0.009,0.38,0.371,-0.371,-0.976
2715,8Ghybr3cPHEJc7UcVdhHALags7CUvKKmYKE5duVCu2e9,0.006,0.24,0.371,-0.234,-0.975
6743,2VeT5VZC51RJ38wYW1XN7aFP13J9z245z3eLLqJKMih7,0.009,0.38,0.371,-0.371,-0.976
9741,Ck3S7oL5qPPPRAP2aCP6YNZPNLweP7RSVUgmFPpgaTdk,0.009,0.38,0.371,-0.371,-0.976
13230,7EPpeBC1rhuwKWhtyAF886V1CGaorbhCodJwKtN23z3f,0.007,0.24,0.37,-0.233,-0.971
5420,6GuYW87WvbWGzssavvFs3BLBdBLU4Manv6fZcKp1ACG7,0.003,4.32,0.37,-4.317,-0.999
5084,Du7CpgSLmHKHvtB7qbnZz4HMPJS4K5vEWVBRVpxs4TQf,0.004,-8.4,0.37,8.404,inf
13164,GDMUEeFVaGMX2y85da8xy1wjx6hMvKfzaKSJjSHQRb4R,0.009,1.01,0.37,-1.001,-0.991
